"Title","Genre(s)","Developer(s)","Publisher(s)","Release date","","","Addons","Ref."
"Jump Force","Fighting","Spike Chunsoft","Bandai Namco Entertainment","Feb 15, 2019","Feb 15, 2019","Feb 15, 2019","",""
"Jump Gunners","Arena Platform Shooter","NerdRage Studios","NerdRage Studios","Unreleased","Aug 3, 2018","Aug 3, 2018","",""
"Jump Stars","Action","Pixel Blimp","Curve Digital","Unreleased","Jun 9, 2017","Jun 9, 2017","",""
"Jump, Step, Step","Puzzle","Thang Phung Dinh","Thunder Cloud Studio","Aug 11, 2017","Aug 11, 2017","Aug 11, 2017","",""
"JumpJet Rex","Action & Adventure","TreeFortress Games","Loot Interactive","Apr 29, 2016","Apr 29, 2016","Apr 29, 2016","",""
"Jurassic World Evolution","Business simulation","Frontier Developments","Frontier Developments","Jun 12, 2018","Jun 12, 2018","Jun 12, 2018","",""
"Just Cause 3","Third-person shooteraction-adventureopen world","Avalanche Studios","Square Enix","Jan 21, 2016","Dec 1, 2015","Dec 1, 2015","",""
"Just Cause 4","Action-adventure","Avalanche Studios","Square Enix","Dec 4, 2018","Dec 4, 2018","Dec 4, 2018","X",""
"Just Dance 2014","Rhythm","Ubisoft Paris","Ubisoft","Unreleased","Nov 22, 2013","Nov 22, 2013","K",""
"Just Dance 2015","Rhythm","Ubisoft Paris","Ubisoft","Unreleased","Oct 21, 2014","Oct 24, 2014","K",""
"Just Dance 2016","Rhythm","Ubisoft Paris","Ubisoft","Unreleased","Oct 20, 2015","Oct 22, 2015","K",""
"Just Dance 2017","Rhythm","Ubisoft Paris","Ubisoft","Unreleased","Oct 25, 2016","Oct 27, 2016","K",""
"Just Dance 2018","Rhythm","Ubisoft Paris","Ubisoft","Unreleased","Oct 24, 2017","Oct 27, 2017","K",""
"Just Dance 2019","Rhythm","Ubisoft Paris","Ubisoft","Unreleased","Oct 23, 2018","Oct 25, 2018","K",""
"Just Dance 2020","Rhythm","Ubisoft Paris","Ubisoft","Unreleased","Nov 5, 2019","Nov 5, 2019","K",""
"Just Dance 2021","Rhythm","Ubisoft Paris","Ubisoft","Unreleased","Nov 12, 2020","Nov 12, 2020","K",""
"Just Dance 2022","Rhythm","Ubisoft Paris","Ubisoft","Unreleased","Nov 4, 2021","Nov 4, 2021","K",""
"Just Dance: Disney Party 2","Rhythm","Ubisoft San Francisco","Ubisoft","Unreleased","Oct 20, 2015","Oct 20, 2015","K",""
"Just Die Already","Action-adventure","DoubleMoose","Curve Digital","Unreleased","May 20, 2021","May 20, 2021","",""
"Just Ignore Them","Horror adventure","Stranga GamesGrab The Games","Ratalaika Games","Oct 16, 2019","Oct 16, 2019","Oct 16, 2019","",""
"Just Sing","Rhythm","iNiS Corporation","Ubisoft","Unreleased","Sep 14, 2016","Sep 14, 2016","",""
"Jydge","Shooter","10tons","10tons","Unreleased","Oct 5, 2017","Oct 5, 2017","",""
"Kaiju Panic","Strategy","Mechabit","Mechabit","Oct 9, 2015","Oct 9, 2015","Oct 9, 2015","",""
"Kalimba!","Platformer, Puzzle, Side-scroller","Press Play","Xbox Game Studios","Dec 17, 2014","Dec 17, 2014","Dec 17, 2014","",""
"Kamiko","Action-adventure","SkipmoreEsquadra","Flyhigh Works","Aug 27, 2019","Aug 28, 2019","Aug 27, 2019","",""
"Kao the Kangaroo","Platform","Tate Multimedia","Tate Multimedia","May 27, 2022","May 27, 2022","May 27, 2022","",""
"Katamari Damacy Reroll","Puzzleaction","Bandai Namco Entertainment","Bandai Namco Entertainment","Nov 19, 2020","Nov 20, 2020","Nov 20, 2020","",""
"Kaze and the Wild Masks","Platform","PixelHive","Soedesco","Unreleased","Mar 26, 2021","Mar 26, 2021","",""
"Kentucky Route Zero: TV Edition","Adventure","Cardboard Computer","Annapurna Interactive","Apr 30, 2020","Jan 28, 2020","Jan 28, 2020","",""
"Keep Talking and Nobody Explodes","Co-op puzzle, Party","Steel Crate","Steel Crate","Aug 17, 2018","Aug 17, 2018","Aug 17, 2018","X",""
"Kerbal Space Program","Space flight simulator, sandbox","SquadFlying Tiger","Private Division","Jan 16, 2018","Jan 16, 2018","Jan 16, 2018","",""
"Kholat","Survival horror","Imgn.Pro","Imgn.Pro","Jun 9, 2017","Jun 9, 2017","Jun 9, 2017","",""
"Kick & Fennick","Action & Adventure, Platformer","Abstraction Games","Abstraction Games","Jun 3, 2016","Jun 3, 2016","Jun 3, 2016","",""
"KickBeat: Special Edition","Music, rhythm","Zen Studios","Zen Studios","Sep 26, 2014","Sep 26, 2014","Sep 26, 2014","",""
"Kill It With Fire","Simulation","Case Donnella Games","tinyBuild","Mar 4, 2021","Mar 4, 2021","Mar 4, 2021","",""
"Kill the Bad Guy","Strategy, Puzzle","Exkee","Plug In Digital","Jan 31, 2017","Jan 31, 2017","Jan 31, 2017","",""
"Killer Queen Black","Platformer","Liquid Bit","Liquid Bit","Feb 22, 2021","Feb 22, 2021","Feb 22, 2021","",""
"Killing Floor 2","First-person shooter","Tripwire Interactive","Iceberg Interactive","Aug 29, 2017","Aug 29, 2017","Aug 29, 2017","X",""
"Kine","Puzzle","Gwen Frey","Chump Squad","Oct 17, 2019","Oct 17, 2019","Oct 17, 2019","X",""
"Kinect Rush: A Disney•Pixar Adventure","Open World, Adventure","Asobo Studio","Xbox Game Studios","Oct 31, 2017","Oct 31, 2017","Oct 31, 2017","PA  X  K",""
"Kinect Sports Rivals","Sports, Motion Controlled","Rare","Xbox Game Studios","Sep 4, 2014","Apr 8, 2014","Apr 11, 2014","K",""
"The King's Bird","Action","Serenity Forge","Graffiti Games","Unreleased","Feb 12, 2019","Feb 12, 2019","",""
"King's Bounty II","Tactical role-playing","1C Entertainment","Prime Matter","Unreleased","Aug 24, 2021","Aug 24, 2021","",""
"King's Guard TD","Strategy, Tower Defense","R.G.B.","R.G.B.","Sep 7, 2018","Sep 7, 2018","Sep 7, 2018","",""
"King's Quest","Action & Adventure","The Odd Gentlemen","Sierra Entertainment","Jul 29, 2015","Jul 29, 2015","Jul 29, 2015","",""
"King Oddball","Puzzle","10tons","10tons","Sep 8, 2016","Sep 8, 2016","Sep 8, 2016","",""
"King of Seas","Action-role playing","3DClouds","Team17","Unreleased","May 25, 2021","May 25, 2021","",""
"Kingdom Come: Deliverance","Action role-playingOpen world","Warhorse Studios","Deep Silver","Unreleased","Feb 13, 2018","Feb 13, 2018","X",""
"Kingdom Hearts HD 2.8 Final Chapter Prologue","Action role-playing anthology","Square Enix","Square Enix","Unreleased","Feb 19, 2020","Feb 17, 2020","",""
"Kingdom Hearts III","Action role-playing","Square Enix","Square Enix","Jan 29, 2019","Jan 29, 2019","Jan 29, 2019","X",""
"Kingdom Hearts: Melody of Memory","Action role-playing","Square Enix","Square Enix","Nov 11, 2020","Nov 13, 2020","Nov 13, 2020","",""
"Kingdom of Night","Action role-playing","Black Seven Studios","Dangen Entertainment","2022","2022","2022","",""
"Kingdom: New Lands","Strategy, Simulation","Noio","Raw Fury","Unreleased","Aug 9, 2016","Aug 9, 2016","",""
"Kingdom: Two Crowns","Strategy, Simulation","Noio","Raw Fury","Dec 11, 2018","Dec 11, 2018","Dec 11, 2018","X",""
"Kingmaker: Rise to the Throne","Adventure, Hidden object game","Cordelia Games","Artifex Mundi","Unreleased","Dec 14, 2018","Dec 14, 2018","X",""
"Kitty Powers' Matchmaker","Simulation","Magic Notion","Stellar Entertainment Software","Unreleased","Mar 10, 2017","Mar 10, 2017","",""
"Knee Deep","Adventure","Prologue Games","Wales Interactive","Feb 3, 2017","Feb 3, 2017","Feb 3, 2017","",""
"Knight Squad","Top-down shooter","Chainsawesome Games","Chainsawesome Games","Nov 17, 2015","Nov 17, 2015","Nov 17, 2015","","[89]"
"Knight Squad 2","Top-down shooter","Chainsawesome Games","Chainsawesome Games","Apr 14, 2021","Apr 14, 2021","Apr 14, 2021","",""
"Knightin'+","Action-adventure","Muzt Die Studios","Ratalaika Games","Feb 19, 2020","Feb 19, 2020","Feb 19, 2020","",""
"Knights of Pen & Paper +1 Deluxier Edition","Role-playing","Behold Studios","Plug In Digital","Unreleased","May 30, 2018","May 30, 2018","",""
"Knights of Pen & Paper 2 Deluxiest Edition","Role-playing","Behold StudiosSeaven StudioKyy Games","Plug In Digital","Dec 14, 2018","Dec 14, 2018","Dec 14, 2018","",""
"A Knight's Quest","Action-adventure","Sky9 Games","Curve Digital","Oct 10, 2019","Oct 11, 2019","Oct 11, 2019","","[90]"
"Knock-Knock","Horror","Ice-Pick Lodge","Ice-Pick Lodge","Aug 23, 2017","Aug 23, 2017","Aug 23, 2017","",""
"Knockout City","Sports","Velan Studios","Electronic Arts","May 21, 2021","May 21, 2021","May 21, 2021","",""
"Kona","Adventure Survival","Parabole","Parabole","Mar 17, 2017","Mar 17, 2017","Mar 17, 2017","",""
"Korgan","Adventure","codestalkers","codestalkers","Apr 27, 2018","Apr 27, 2018","Apr 27, 2018","",""
"Krinkle Krusher","Action & Adventure","Ilusis Interactive Graphics","Ilusis Interactive Graphics","Feb 5, 2016","Feb 5, 2016","Feb 5, 2016","",""
"Kung Fu for Kinect","Family, Motion Controlled","Virtual Air Guitar Company","Virtual Air Guitar Company","Unreleased","Jun 24, 2016","Jun 24, 2016","K",""
"Kung Fu Panda: Showdown of Legendary Legends","Fighting","Vicious Cycle Software","Little Orbit","Unreleased","Dec 1, 2015","Nov 27, 2015","",""
"Kunio-kun: The World Classics Collection","Various","Arc System Works","Arc System Works","Dec 20, 2018","Unreleased","Unreleased","",""
"Kyub","Platformer","Ninja Egg","Ninja Egg","Jul 13, 2016","Jul 13, 2016","Jul 13, 2016","","[91]"
"Kyurinaga's Revenge","Action & Adventure","Reco Technology","Reco Technology","Unreleased","Oct 24, 2016","Oct 24, 2016","",""
"LA Cops","Action","Modern Dream","Team17","Unreleased","Mar 13, 2015","Mar 13, 2015","","[92]"
"L.A. Noire","Action-adventure","Team Bondi","Rockstar Games","Nov 14, 2017","Nov 14, 2017","Nov 14, 2017","X",""
"La-Mulana","Platformmetroidvania","Nigoro","Nippon Ichi Software","Unreleased","Mar 17, 2020","Mar 20, 2020","",""
"La-Mulana 2","Platformmetroidvania","Nigoro","Nippon Ichi Software","Unreleased","Mar 17, 2020","Mar 20, 2020","",""
"The Language of Love","Visual novel","ebi-hime","Ratalaika Games","Unreleased","Oct 30, 2020","Oct 30, 2020","","[93]"
"Lake Ridden","Adventure","Midnight Hub","Midnight Hub","Unreleased","Jan 3, 2020","Jan 3, 2020","",""
"Land It!","Simulation","Nemesys Games","Nemesys Games","Unreleased","Jun 22, 2016","Jun 22, 2016","",""
"Lara Croft and the Temple of Osiris","Platformeraction","Crystal Dynamics","Square Enix","Dec 25, 2014","Dec 9, 2014","Dec 9, 2014","",""
"Laser League","Sports","Roll7","505 Games","Unreleased","May 10, 2018","May 10, 2018","",""
"Laserlife","Shooter","Choice Provisions","Choice Provisions","Unreleased","Sep 22, 2015","Sep 22, 2015","",""
"The Last Campfire","Adventure, puzzle","Hello Games","Hello Games","Aug 27, 2020","Aug 27, 2020","Aug 27, 2020","",""
"The Last Case of Benedict Fox","Metroidvania","Plot Twist","Rogue Games","Apr 27, 2023","Apr 27, 2023","Apr 27, 2023","","[94]"
"The Last Cube","Adventure, puzzle","Improx Games","Improx Games","2022","2022","2022","","[95]"
"The Last Door","Horroradventure","Game Kitchen","Plug In Digital","Unreleased","May 22, 2019","May 22, 2019","",""
"The Last Night","Adventure","Odd Tales","Raw Fury","TBA","TBA","TBA","",""
"The Last Kids on Earth and the Staff of Doom","Action","Stage Clear Studios","Outright Games","Unreleased","Jun 3, 2021","Jun 3, 2021","",""
"Last Oasis","SurvivalMMO","Donkey Crew","Donkey Crew","Mar 26, 2021","Mar 26, 2021","Mar 26, 2021","","[96]"
"The Last Stand: Aftermath","Roguelike","Con Artist Games","Armor Games Studios","2022","2022","2022","",""
"Last Stop","Adventure","Variable State","Annapurna Interactive","Jul 22, 2021","Jul 22, 2021","Jul 22, 2021","",""
"Lastfight","Fighting","PiranaKing","PiranaKing","Unreleased","Sep 19, 2016","Sep 19, 2016","",""
"Late Shift","FMV, Adventure","CtrlMovies","Wales Interactive","Unreleased","Apr 18, 2017","Apr 18, 2017","",""
"Layers of Fear","Horror","Bloober Team","Bloober Team","Feb 27, 2017","Feb 16, 2016","Feb 16, 2016","",""
"Layers of Fear 2","Horror","Bloober Team","Bloober Team","Unreleased","May 28, 2019","May 28, 2019","",""
"Lazy Galaxy: Rebel Story","Rogueliteshoot 'em up","Coldwind Games","Coldwind Games","Unreleased","Dec 14, 2018","Dec 14, 2018","",""
"The Legend of el Lobodestroyo vs. la Liga de los Villanos","Action-adventureplatformer","Lefhanded Studios","Lefhanded Studios","Unreleased","TBA","TBA","","[97]"
"The Legend of Korra","Action-adventure","PlatinumGames","Activision","Unreleased","Oct 22, 2014","Oct 22, 2014","",""
"Legend of the Skyfish","Puzzle","Crescent Moon GamesMgaia Studio","Kemco","Aug 29, 2019","Aug 29, 2019","Aug 29, 2019","",""
"Legend of the Tetrachs","Japanese role-playing","Hit Point","Kemco","May 8, 2019","May 8, 2019","May 8, 2019","",""
"Legendary Eleven","Sports","Eclipse Games","Eclipse Games","Unreleased","Jan 4, 2019","Jan 4, 2019","",""
"Lego Batman 3: Beyond Gotham","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Nov 11, 2014","Nov 14, 2014","",""
"Lego Brawls","Action-adventure","Red games","Bandai Namco Entertainment","Sep 2, 2022","Sep 2, 2022","Sep 2, 2022","",""
"Lego City Undercover","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Apr 4, 2017","Apr 7, 2017","",""
"Lego DC Super-Villains","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Oct 16, 2018","Oct 19, 2018","X",""
"Lego Dimensions","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Sep 27, 2015","Sep 29, 2015","",""
"Lego Harry Potter Collection","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Oct 30, 2018","Oct 30, 2018","X",""
"Lego Jurassic World","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Jun 12, 2015","Jun 12, 2015","",""
"Lego Marvel Super Heroes","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Nov 22, 2013","Nov 29, 2013","",""
"Lego Marvel Super Heroes 2","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Feb 1, 2018","Nov 14, 2017","Nov 14, 2017","",""
"Lego Marvel's Avengers","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Jan 26, 2016","Jan 26, 2016","",""
"Lego Movie Videogame","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Feb 7, 2014","Feb 14, 2014","",""
"Lego Movie Videogame 2","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Feb 26, 2019","Feb 28, 2019","",""
"Lego Ninjago Movie Video Game","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Oct 20, 2017","Sep 22, 2017","Oct 20, 2017","",""
"Lego Star Wars: The Force Awakens","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Jun 28, 2016","Jun 28, 2016","",""
"Lego Star Wars: The Skywalker Saga","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Apr 5, 2022","Apr 5, 2022","Apr 5, 2022","",""
"Lego The Hobbit","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Apr 8, 2014","Apr 11, 2014","",""
"Lego The Incredibles","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Unreleased","Jun 15, 2018","Jun 13, 2018","",""
"Lego Worlds","Action-adventure","TT Games","Warner Bros. Interactive Entertainment","Mar 7, 2017","Mar 7, 2017","Mar 7, 2017","",""
"Legrand Legacy: Tale of the Fatebounds","Role-playing","Semisoft","Another Indie","Unreleased","Oct 3, 2019","Oct 3, 2019","",""
"Leisure Suit Larry: Wet Dreams Don't Dry","Adventure","CrazyBunch","Assemble Entertainment","Unreleased","Sep 15, 2020","Sep 15, 2020","",""
"Leisure Suit Larry: Wet Dreams Dry Twice","Adventure","CrazyBunch","Assemble Entertainment","Unreleased","May 18, 2021","May 18, 2021","",""
"Lemnis Gate","First-person shooter","Ratloop Games Canada","Frontier Foundry","Unreleased","Sep 28, 2021","Sep 28, 2021","",""
"Leo's Fortune","Action-adventure","Tilting Point","1337 & Senri","Sep 11, 2015","Sep 11, 2015","Sep 11, 2015","",""
"Let Them Come","Shooter","Tuatara Games","Versus Evil","Oct 3, 2017","Oct 3, 2017","Oct 3, 2017","",""
"Lethal League","Fighting","Team Reptile","Team Reptile","May 10, 2017","May 10, 2017","May 10, 2017","",""
"Lethal League Blaze","Fighting","Team Reptile","JP: Oizumi AmuzioWW: Team Reptile","Jul 12, 2019","Jul 12, 2019","Jul 12, 2019","",""
"Let's Sing Country","Music","Voxler","Deep Silver","Unreleased","Oct 25, 2019","Unreleased","",""
"Letter Quest: Grimm's Journey Remastered","Puzzle","Bacon Bandit Games","Digerati","Unreleased","Apr 8, 2016","Apr 8, 2016","",""
"Level 22","Action-adventure","Moving Player","Moving Player","Unreleased","Jan 29, 2016","Jan 29, 2016","",""
"Lichdom: Battlemage","Action & Adventure","Xaviant","Maximum Games","Unreleased","Apr 19, 2016","Apr 19, 2016","",""
"Lifeless Planet: Premier Edition","Action-adventure","Stage 2 Studios","Stage 2 Studios","Unreleased","May 13, 2015","May 13, 2015","",""
"Life Is Strange","Adventure","Dontnod Entertainment","Square Enix","Unreleased","Jan 19, 2016","Jan 22, 2016","",""
"Life Is Strange 2","Adventure","Dontnod Entertainment","Square Enix","Mar 25, 2020","Sep 27, 2018","Sep 27, 2018","X",""
"Life Is Strange: Before the Storm","Adventure","Deck Nine","Square Enix","May 30, 2018","Aug 31, 2017","Aug 31, 2017","X",""
"Life Is Strange: True Colors","Adventure","Deck Nine","Square Enix","Sep 10, 2021","Sep 10, 2021","Sep 10, 2021","",""
"Light Fairytale Episode 1","Japanese role-playing","Neko Works","Neko Works","Sep 13, 2019","Sep 13, 2019","Sep 13, 2019","X",""
"Light Fall","Platformer","Bishop Games","Bishop Games","TBA","TBA","TBA","",""
"Lightfield","Racing","Lost in the Garden","Lost in the Garden","Sep 26, 2017","Sep 26, 2017","Sep 26, 2017","",""
"Like a Dragon: Infinite Wealth","Role-playing","Ryu Ga Gotoku Studio","Sega","Jan 26, 2024","Jan 26, 2024","Jan 26, 2024","",""
"Like a Dragon: Ishin!","Action-adventurehack and slash","Ryu Ga Gotoku Studio","Sega","Feb 21, 2023","Feb 21, 2023","Feb 21, 2023","",""
"Like a Dragon: Pirate Yakuza in Hawaii","Action-adventure","Ryu Ga Gotoku Studio","Sega","Feb 28, 2025","Feb 28, 2025","Feb 28, 2025","",""
"Like a Dragon Gaiden: The Man Who Erased His Name","Action-adventure","Ryu Ga Gotoku Studio","Sega","Nov 9, 2023","Nov 9, 2023","Nov 9, 2023","",""
"Lil' Guardsman","Puzzle","Hilltop Studios","Versus Evil, TinyBuild","Unreleased","Jan 23, 2024","Jan 23, 2024","",""
"Lilith-M","Adventure, Puzzle","Chesstar Studios","E-Home Entertainment","Sep 26, 2017","Sep 26, 2017","Sep 26, 2017","",""
"Lily's Epic Quest for Lost Gems","Puzzle, Casual","Studio Craft Development","Studio Craft Development","Unreleased","May 16, 2018","May 16, 2018","",""
"Limbo","Platformer","Playdead","Playdead","Dec 5, 2014","Dec 5, 2014","Dec 5, 2014","",""
"Line of Defense Tactics","Strategy","3000AD","3000AD","Unreleased","Dec 11, 2015","Dec 11, 2015","",""
"Lisa: Definitive Edition","Role-playing","Dingaling Productions","Serenity Forge","Unreleased","Jul 18, 2023","Jul 18, 2023","",""
"The Little Acre","Point & Click Adventure","Pewter Games Studios","Pewter Games Studios","Dec 13, 2016","Dec 13, 2016","Dec 13, 2016","",""
"Little Nightmares","Puzzle-platformer","Tarsier Studios","Bandai Namco Entertainment","Apr 28, 2017","Apr 28, 2017","Apr 28, 2017","",""
"Little Nightmares II","Action-adventure","Tarsier Studios","Bandai Namco Entertainment","Feb 11, 2021","Feb 11, 2021","Feb 11, 2021","P",""
"Little Nightmares III","Action-adventure","Suppermassive Games","Bandai Namco Entertainment","2025","2025","2025","",""
"Little Town Hero","Role-playing","Game Freak","Game Freak","Jun 23, 2020","Jun 23, 2020","Jun 23, 2020","",""
"Little Triangle","Platformer, Battle Royale","CottonGame","Dreamoji","Unreleased","Feb 7, 2018","Feb 7, 2018","PA",""
"Little Misfortune","Adventure","Killmonday Games","Killmonday Games","May 29, 2020","May 29, 2020","May 29, 2020","X",""
"Livelock","Top Down Shooter, Action role-playing","Tuque Games","Perfect World Entertainment","Unreleased","Aug 29, 2016","Aug 29, 2016","",""
"The Living Dungeon","Board Game","RadiationBurn","RadiationBurn","Unreleased","Jan 29, 2016","Jan 29, 2016","","[98]"
"Lock's Quest","Strategy","Digital Continue","THQ Nordic","May 30, 2017","May 30, 2017","May 30, 2017","",""
"LocoCycle","Racing, Vehicular combat","Twisted Pixel Games","Xbox Game Studios","Sep 4, 2014","Nov 22, 2013","Nov 22, 2013","",""
"Lonely Mountains: Downhill","Sports, Racing","Megagon Industries","Thunderfall Publishing","Oct 23, 2019","Oct 23, 2019","Oct 23, 2019","PA",""
"The Long Dark","Survival","Hinterland Studio","Hinterland Studio","Aug 1, 2017","Aug 1, 2017","Aug 1, 2017","PA",""
"The Long Journey Home","Roguelike space simulation","Daedalic West","Daedalic Entertainment","Unreleased","Nov 14, 2018","Nov 14, 2018","",""
"The Long Reach","Adventure, Horror","Painted Black Games","Merge Games","Unreleased","Jul 18, 2018","Jul 18, 2018","",""
"Looney Tunes: Wacky World of Sports","Arcadefitnessoutdoorspartysports","Bamtang Games","GameMill Entertainment","Unreleased","Sep 27, 2024","Sep 27, 2024","","[99][100]"
"The Lord of the Rings: Adventure Card Game","Collectible card game","Black Shamrock","Asmodee Digital","Nov 5, 2019","Nov 5, 2019","Nov 5, 2019","X",""
"Lords of the Fallen","Action role-playing","Deck13","City Interactive","Unreleased","Oct 28, 2014","Oct 31, 2014","",""
"Lornsword Winter Chronicle","Action-strategy","Tower Five","Tower Five","Oct 23, 2019","Oct 23, 2019","Oct 23, 2019","",""
"Lost Artifacts: Soulstone","Casual strategy","GameOn Productions","8floor","Unreleased","Feb 13, 2019","Feb 13, 2019","",""
"Lost Artifacts: Time Machine","Casual strategy","GameOn Productions","8floor","Unreleased","Oct 11, 2019","Oct 11, 2019","",""
"Lost Ember","Action-adventure","Mooneye Studios","Mooneye Studios","Nov 22, 2019","Nov 22, 2019","Nov 22, 2019","",""
"Lost Grimoires: Stolen Kingdom","Hidden object adventure","Artifex Mundi","Artifex Mundi","Unreleased","Apr 28, 2017","Apr 28, 2017","",""
"Lost Grimoires 2: Shard of Mystery","Adventure","Artifex Mundi","Artifex Mundi","Unreleased","Dec 14, 2017","Dec 14, 2017","",""
"Lost in Random","Action-adventure","Zoink","Electronic Arts","Sep 10, 2021","Sep 10, 2021","Sep 10, 2021","",""
"Lost Judgment","Action-adventure","Ryu Ga Gotoku Studio","Sega","Sep 24, 2021","Sep 24, 2021","Sep 24, 2021","",""
"The Lost Legends of Redwall: The Scout","Action-adventure","Soma Games","Soma Games","Jun 28, 2019","Jun 28, 2019","Jun 28, 2019","",""
"Lost Ruins","Survival","Altari Games","Dangen Entertainment","Unreleased","2022","2022","",""
"Lost Orbit: Terminal Edition","Action","Pixelnauts Games","Pixelnauts Games","Unreleased","Jul 16, 2019","Jul 16, 2019","",""
"Lost Sea","Action-adventure","EastAsiaSoft","EastAsiaSoft","Unreleased","Jun 29, 2016","Jun 29, 2016","",""
"Lovecraft's Untold Stories","Action role-playing","Blini Games","Badland Publishing","","May 10, 2019","May 10, 2019","","[101]"
"Lovely Planet","Shooter","OuickTequila","TinyBuild","Unreleased","Jan 8, 2016","Jan 8, 2016","",""
"Lovers in a Dangerous Spacetime","2D platform, shooter","Asteroid Base","Asteroid Base","Unreleased","Sep 9, 2015","Sep 9, 2015","",""
"Lumini","Action-adventure","Speelbaars","2Awesome Studio","Jan 22, 2020","Jan 22, 2020","Jan 22, 2020","",""
"Lumo","Platformer","Rising Star Games","Rising Star Games","Unreleased","Jun 22, 2016","Jun 22, 2016","",""
"Lumines Remastered","Puzzle","Resonair","Enhance Games","Unreleased","Jun 26, 2018","Jun 26, 2018","",""
"Lunar Remastered Collection","Role-playing","Game Arts","GungHo Online Entertainment","2025","2025","2025","","[102]"
