"Title","Developer","Publisher","First released","JP","EU / PAL","NA"
"Slotter UP Mania","Pioneer","Dorart","2003-04-24JP","✔","",""
"Slotter UP Mania 10: Pioneer Special III","Pioneer","Dorasu","2008-05-22JP","✔","",""
"Slotter UP Mania 11: 2027 vs 2027 II","Trade","Dorasu","2009-10-15JP","✔","",""
"Slotter UP Mania 2","Kitadenshi","Dorasu","2003-09-11JP","✔","",""
"Slotter UP Mania 3","EMA","Dorasu","2003-12-18JP","✔","",""
"Slotter UP Mania 4","Pioneer","Dorasu","2004-02-26JP","✔","",""
"Slotter UP Mania 5","Aristocrat Leisure","Dorasu","2004-10-28JP","✔","",""
"Slotter UP Mania 6","Pioneer","Dorasu","2005-05-26JP","✔","",""
"Slotter UP Mania 7","Pioneer","Dorasu","2005-09-01JP","✔","",""
"Slotter UP Mania 8","Kitadenshi","Dorasu","2005-09-29JP","✔","",""
"Slotter UP Mania 9","EMA","Dorasu","2007-12-27JP","✔","",""
"Sly 2: Band of Thieves•Kaitou Sly Cooper 2JP","Sucker Punch Productions","Sony Computer Entertainment","2004-09-14NA","✔JP, KO","✔","✔"
"Sly 3: Honor Among Thieves","Sucker Punch Productions","Sony Computer Entertainment","2005-09-26NA","✔KO","✔","✔"
"Sly Cooper and the Thievius Raccoonus","Sucker Punch Productions","Sony Computer Entertainment","2002-09-23NA","✔JP, KO","✔","✔"
"Smarties: Meltdown","EM Studios","Koch Media","2006-03-17EU","","✔",""
"Smash Cars•Buggy Grand Prix: Kattobi! Dai-SakusenJP","Creat Studios","Metro3DEU, NA, PsikyoJP","2003-08-13NA","✔","✔","✔"
"Smash Court Tennis Pro Tournament•Smash Court Pro TournamentJP","Namco","NamcoJP, NA, Sony Computer EntertainmentEU","2002-02-07JP","✔","✔","✔"
"Smash Court Tennis Pro Tournament 2•Smash Court Pro Tournament 2JP, KO","Namco","NamcoJP, NA, Sony Computer EntertainmentEU","2004-05-28EU","✔JP, KO","✔","✔"
"Smuggler's Run•Crazy Bump's: Kattobi Car BattleJP","Angel Studios","Rockstar GamesEU, NA, SyscomJP","2000-10-25NA","✔","✔","✔"
"Smuggler's Run 2: Hostile Territory","Angel Studios","Rockstar Games","2001-10-30NA","","✔","✔"
"The Sniper 2•Simple 2000 Series Vol. 16 – The Sniper 2: Akuma no JuudanJP","Best Media","D3 PublisherJP, Midas Interactive EntertainmentEU","2002-11-28JP","✔","✔",""
"Sniper Assault","Phoenix Games","Phoenix Games","2007-04-20EU","","✔",""
"Sniper Elite","Rebellion Developments","MC2 FranceEU, NamcoNA","2005-09-30EU","","✔","✔"
"SNK Arcade Classics Vol. 1","SNK Playmore","SNK PlaymoreKO, NA, Ignition EntertainmentPAL","2008-05-05NA","✔KO","✔","✔"
"SNK Slot Panic Kyuuji","SNK Playmore","SNK Playmore","2006-12-21JP","✔","",""
"SnoCross 2: Featuring Blair Morgan","Sensory Sweep Studios","Oxygen GamesPAL, Crave EntertainmentNA","2006-04-19AU","","✔","✔"
"Snoopy vs. the Red Baron","Smart Bomb Interactive","Namco Bandai Games","2006-10-24NA","","","✔"
"Snow","HuneX","Interchannel","2004-02-26JP","✔","",""
"The Snow Queen Quest","Broadsword Interactive","Oxygen Games","2007-02-16JP","","✔",""
"Snow Rider","Phoenix Games","Phoenix Games","2006-10-06EU","","✔",""
"Snow White and the 7 Clever Boys","Phoenix Games","Phoenix Games","2006-12-15EU","","✔",""
"Snowboard Heaven","Capcom","Capcom","2000-11-16JP","✔","",""
"Snowboard Racer 2•Simple 2000 Series Vol. 6: The SnowboardJP","Atelier Double","D3 PublisherJP, Midas Interactive EntertainmentEU","2002-07-25JP","✔","✔",""
"Soccer America: International Cup•Greatest StrikerJP•International League SoccerEU","Taito","TaitoJP, Eon Digital EntertainmentEU, Hot-BNA","2000-12-02JP","✔","✔","✔"
"Soccer Kantoku Saihai Simulation: Formation Final","Konami","Konami","2003-09-18JP","✔","",""
"Soccer Life!","Cavia","BanprestoJP, 505 Game StreetEU","2004-02-26JP","✔","✔",""
"Soccer Life 2","Cavia","BanprestoJP, 505 Game StreetEU","2005-06-09JP","✔","✔",""
"Soccer Mania•Football ManiaEU","Silicon Dreams Studio","Lego ManiaNA, Electronic ArtsEU","2002-06-17NA","","✔","✔"
"Soccer Tsuku 2002: J.League Pro Soccer Club o Tsukurou!","Smilebit","Sega","2002-03-07JP","✔","",""
"SOCOM U.S. Navy SEALs","Zipper Interactive","Sony Computer Entertainment","2002-08-27NA","✔","✔","✔"
"SOCOM II U.S. Navy SEALs","Zipper Interactive","Sony Computer Entertainment","2003-11-04NA","✔","✔","✔"
"SOCOM 3 U.S. Navy SEALs","Zipper Interactive","Sony Computer Entertainment","2005-10-11NA","✔","✔","✔"
"SOCOM U.S. Navy SEALs: Combined Assault","Zipper Interactive","Sony Computer Entertainment","2006-11-07NA","","✔","✔"
"Sokudoku Master","Magnolia","Magnolia","2006-10-19JP","✔","",""
"Sol Divide","Psikyo","505 Game Street","2006-03EU","","✔",""
"Soldier of Fortune: Gold Edition","Pipedream Interactive","Majesco Entertainment","2001-11-11NA","","✔","✔"
"Son of The Lion King","Phoenix Games","Phoenix Games","2006EU","","✔",""
"Sonic Gems Collection","Sonic Team","Sega","2005-08-11JP","✔","✔",""
"Sonic Heroes","Sonic Team","Sega","2003-12-30JP","✔","✔","✔"
"Sonic Mega Collection Plus","Sonic Team","Sega","2004-11-02NA","✔","✔","✔"
"Sonic Riders","Sonic Team","Sega","2006-02-21NA","✔JP, KO","✔","✔"
"Sonic Riders: Zero Gravity","Sonic Team","Sega","2008-01-08NA","","✔","✔"
"Sonic Unleashed","Sonic Team","Sega","2008-11-18NA","","✔","✔"
"The Sopranos: Road to Respect","7 Studios","THQ","2006-11-07NA","","✔","✔"
"Sorairo no Fuukin Remix","PrincessSoft","PrincessSoft","2005-07-07JP","✔","",""
"Sorayume","Takuyo","Takuyo","2008-06-19JP","✔","",""
"Soshite Bokura wa... And He Said","Interchannel","Interchannel","2005-06-30JP","✔","",""
"Soshite Kono Sora ni Kirameku Kimi no Uta","Datam Polystar","Datam Polystar","2006-05-25JP","✔","",""
"Soshite Kono Sora ni Kirameku Kimi no Uta XXX","Datam Polystar","Datam Polystar","2007-02-22JP","✔","",""
"Sotsugyou 2nd Generation","GeneX","GeneX","2006-03-09JP","✔","",""
"Soukoku no Kusabi: Hiiro no Kakera 3","Idea Factory","Idea Factory","2008-08-07JP","✔","",""
"Soukou Kihei Votoms","Yuke's","Bandai Namco Games","2007-11-15JP","✔","",""
"Soul Eater: Battle Resonance","BEC","Bandai Namco Games","2009-01-29JP","✔","",""
"Soul Link Extension","Examu","Interchannel","2006-06-29JP","✔","",""
"Soul Nomad & the World Eaters•Soul Cradle: Sekai o Kurau MonoJP","Nippon Ichi Software","Nippon Ichi SoftwareJP, NA, KoeiPAL","2007-02-15JP","✔","✔","✔"
"Soul Reaver 2","Crystal Dynamics","Eidos Interactive","2001-10-31NA","✔","✔","✔"
"Soulcalibur II","Namco","Namco","2003-03-27JP","✔JP, KO","✔","✔"
"Soulcalibur III","Namco","Namco","2005-10-25NA","✔JP, KO","✔","✔"
"Sōsei no Akuarion","Sting","Bandai","2005-06-30JP","✔","",""
"Soutenryuu: The Arcade","Taito","DigiCube","2003-03-27JP","✔","",""
"Space Channel 5","UGA","SegaJP, Sony Computer EntertainmentEU","2002-03-15EU","✔","✔",""
"Space Channel 5: Part 2","UGA","SegaJP, Sony Computer EntertainmentEU","2002-02-14JP","✔","✔",""
"Space Chimps","Red Tribe","Brash Entertainment","2008-07-15NA","","✔","✔"
"Space Fishermen","Land Ho!","Sony Computer Entertainment","2002-10-24JP","✔","",""
"Space Invaders Anniversary","Taito","TaitoJP, Empire InteractiveEU","2003-07-31JP","✔","✔",""
"Space Invaders: Invasion Day•Space RaidersJP•Simple 2000 Series Vol. 52: The Chikyuu Shinryokugun: Space RaidersJP","Taito","TaitoJP, Sammy StudiosEU, D3 PublisherJP","2002-12-19JP","✔","✔",""
"Space Race","Infogrames Melbourne House","Infogrames","2002-02-08EU","","✔","✔"
"Space Rebellion","Phoenix Games","Phoenix Games","2006-12-08EU","","✔",""
"Space Venus Starring Morning Musume","Sony Music Entertainment","Sony Music Entertainment","2001-01-11JP","✔","",""
"Space War Attack•Simple 2000 Series Vol. 78: The Uchuu DaisensouJP","Bit Town","D3 Publisher, 505 Game Street","2005-05-26JP","✔","",""
"Spartan: Total Warrior","The Creative Assembly","Sega","2005-10-07EU","✔","✔","✔"
"Spawn: Armageddon","Point of View","NamcoJP, NA, Electronic ArtsEU","2003-11-21NA","✔","✔","✔"
"Special Forces•Simple 2000 Series Vol. 108: The Nippon TokushubutaiJP","Vingt-et-un Systems","D3 PublisherJP, Essential GamesEU","2006-09-14JP","✔","✔",""
"Spectral Force Chronicle","Neverland","Idea Factory","2005-04-28JP","✔","",""
"Spectral Force: Radical Elements","Neverland","Idea Factory","2004-09-16JP","✔","",""
"Spectral Gene","Neverland","Idea Factory","2007-12-13JP","✔","",""
"Spectral Souls","Neverland","Idea Factory","2003-10-30JP","✔","",""
"Spectral vs Generation","Idea Factory","Idea FactoryJP, Midas Interactive EntertainmentPAL","2006-04-20JP","✔","✔",""
"Speed Challenge: Jacques Villeneuve's Racing Vision","Ubisoft Bucharest","Ubisoft","2002-11-22PAL","","✔",""
"Speed Kings","Climax Studios","Acclaim Entertainment","2003-05-28NA","","✔","✔"
"Speed Machines III","Phoenix Games","Phoenix Games","2006EU","","✔",""
"Speed Racer","Sidhe Interactive","Warner Bros. Interactive","2008-09-16NA","","✔","✔"
"Speedboat GP","Phoenix Games","Phoenix Games","2006EU","","✔",""
"Sphinx and the Cursed Mummy","Eurocom","THQ","2003-11-10NA","","✔","✔"
"Spider-Man","Treyarch","ActivisionEU, NA, CapcomJP","2002-04-16NA","✔","✔","✔"
"Spider-Man 2","Treyarch","ActivisionEU, NA, TaitoJP","2004-06-28NA","✔","✔","✔"
"Spider-Man 3","Vicarious Visions","Activision","2007-05-04NA","✔JP, KO","✔","✔"
"Spider-Man: Friend or Foe","Next Level Games","Activision","2007-10-02NA","","✔","✔"
"Spider-Man: Web of Shadows – Amazing Allies Edition","Amaze Entertainment","Activision","2008-10-21NA","","✔","✔"
"The Spiderwick Chronicles","Stormfront Studios","Sierra Entertainment","2008-02-05NA","","✔","✔"
"SpinDrive Ping Pong•Fukuhara Ai no Takkyu IcchokusenJP","Success","Success, Empire Interactive","2004-06-24JP","✔","✔",""
"Splashdown","Rainbow Studios","Infogrames","2001-11-05NA","✔","✔","✔"
"Splashdown – Rides Gone Wild","Rainbow Studios","THQ","2003-08-05NA","","✔","✔"
"Splatter Master•Simple 2000 Series Vol. 64: The Splatter ActionJP","Vingt-et-un Systems","D3 PublisherJP, 505 Game StreetEU","2004-10-14JP","✔","✔",""
"SpongeBob SquarePants: Battle for Bikini Bottom","Heavy Iron Studios","THQ","2003-10-31NA","","✔","✔"
"SpongeBob SquarePants: Creature from the Krusty Krab•SpongeBobJP","Blitz Games","THQ","2006-10-16NA","✔","✔","✔"
"SpongeBob SquarePants featuring Nicktoons: Globs of Doom","Incinerator Studios","THQ","2008-10-20NA","","✔","✔"
"SpongeBob SquarePants: Lights, Camera, Pants!","THQ Studio Australia","THQ","2005-10-21NA","","✔","✔"
"The SpongeBob SquarePants Movie","Heavy Iron Studios","THQ","2004-10-27NA","","✔","✔"
"SpongeBob SquarePants: Revenge of the Flying Dutchman","Big Sky Software","THQ","2002-11-21NA","","✔","✔"
"SpongeBob's Atlantis SquarePantis","Blitz Games","THQ","2007-10-23NA","","✔","✔"
"Springdale: Riding Adventures","Hidden Entertainment","PAN Vision","2010-03-26EU","","✔",""
"Sprint Car Challenge","Liquid Games","Liquid Games","2005-08-16EU","","✔",""
"Sprint Cars 2: Showdown at Eldora","Big Ant Studios","THQ","2008-03-11NA","","","✔"
"Sprint Cars: Road to Knoxville","Big Ant Studios","THQ","2006-07-26NA","","","✔"
"Spy Fiction","Access Games","Access GamesJP, Sammy StudiosNA, SegaEU","2003-12-25JP","✔","✔","✔"
"Spy Hunter","Paradigm Entertainment","Midway Games","2001-09-24NA","✔","✔","✔"
"Spy Hunter 2","Angel Studios","Midway Games","2003-11-24NA","","✔","✔"
"Spy Hunter: Nowhere to Run","Terminal Reality","Midway Games","2006-09-05NA","","✔","✔"
"Spy vs. Spy","Vicious Cycle Software","Global Star Software","2005-04-29EU","","✔",""
"Spyro: A Hero's Tail","Eurocom","Vivendi Universal GamesNA, Sierra EntertainmentPAL","2004-11-09NA","","✔","✔"
"Spyro: Enter the Dragonfly","Check Six Games","Universal Interactive","2002-11-05NA","","✔","✔"
"SSX•X-treme Racing SSXJP","EA Canada","EA Sports BIG","2000-10-26NA","✔","✔","✔"
"SSX 3","EA Canada","EA Sports BIG","2003-10-20NA","✔","✔","✔"
"SSX on Tour","EA Canada","EA Sports BIG","2005-10-11NA","✔","✔","✔"
"SSX Tricky","EA Canada","EA Sports BIG","2001-11-05NA","✔","✔","✔"
"Stacked with Daniel Negreanu•StackedPAL","5000 ft Inc.","Myelin Media","2006-05-31NA","","✔","✔"
"Standard Daisenryaku: Dengekisen","SystemSoft Alpha","Sammy Studios","2004-11-11JP","✔","",""
"Standard Daisenryaku: Shiwareta Shouri","SystemSoft Alpha","Sammy Studios","2005-06-02JP","✔","",""
"Star Ocean: Till the End of Time•Star Ocean 3: Till the End of TimeJP","tri-Ace","Square EnixJP, NA, UbisoftPAL","2003-02-27JP","✔","✔","✔"
"Star Soldier","Hudson Soft","Hudson Soft","2003-11-27JP","✔","",""
"Star Trek: Conquest","4J Studios","Bethesda SoftworksNA, Koch MediaEU","2007-11-20NA","","✔","✔"
"Star Trek: Encounters","4J Studios","Bethesda SoftworksNA, UbisoftEU","2006-10-04NA","","✔","✔"
"Star Trek: Shattered Universe","Starsphere Interactive","TDK MediactiveNA, Global Star SoftwareEU","2004-01-13NA","","✔","✔"
"Star Trek: Voyager – Elite Force","PipeDream Interactive","Majesco EntertainmentNA, CodemastersEU","2001-12-06NA","","✔","✔"
"Star Wars: Battlefront","Pandemic Studios","LucasArtsEU, NA, Electronic ArtsJP","2004-09-20NA","✔","✔","✔"
"Star Wars: Battlefront II","Pandemic Studios","LucasArtsEU, NA, Electronic ArtsJP","2005-10-31EU","✔","✔","✔"
"Star Wars: Bounty Hunter•Star Wars: Jango FettJP","LucasArts","LucasArtsEU, NA, Electronic ArtsJP","2002-11-19NA","✔","✔","✔"
"Star Wars: The Clone Wars","Pandemic Studios","LucasArts","2002-12-10NA","","✔","✔"
"Star Wars: The Clone Wars – Republic Heroes","Krome Studios","LucasArts","2009-10-06NA","","","✔"
"Star Wars Episode III: Revenge of the Sith•Star Wars Episode III: Sith no FukushuuJP","The Collective","LucasArtsEU, NA, Electronic ArtsJP","2005-05-04NA","✔","✔","✔"
"Star Wars: The Force Unleashed","Krome Studios","LucasArtsNA, PAL, ActivisionJP","2008-09-16NA","✔","✔","✔"
"Star Wars: Jedi Starfighter","LucasArts","LucasArtsNA, ActivisionEU, Electronic ArtsJP","2002-03-10NA","✔","✔","✔"
"Star Wars Racer Revenge","Rainbow Studios","LucasArts","2002-02-11NA","","✔","✔"
"Star Wars: Starfighter","LucasArts","LucasArtsNA, ActivisionEU, Electronic ArtsJP","2001-02-19NA","✔","✔","✔"
"Star Wars: Super Bombad Racing","Lucas Learning","LucasArts","2001-04-23NA","","✔","✔"
"Starsky & Hutch","Mind's Eye Productions","Empire InteractiveEU, Gotham GamesNA","2003-06-20EU","","✔","✔"
"StarTRain: Your Past Makes Your Future","PrincessSoft","PrincessSoft","2007-11-29JP","✔","",""
"State of Emergency","VIS Entertainment","Rockstar Games","2002-02-12NA","","✔","✔"
"State of Emergency 2•State of Emergency RevengeJP","DC Studios","SouthPeak GamesEU, NA, SpikeJP","2006-02-14NA","✔","✔","✔"
"Steady x Study","Idea Factory","Idea Factory","2004-03-25JP","✔","",""
"Stealth Force 2","Midas Interactive Entertainment","Midas Interactive Entertainment","2008-10-24EU","","✔",""
"Stealth Force: The War on Terror","Atomic Planet Entertainment","Midas Interactive Entertainment","2005-06-10EU","","✔",""
"Steam Express","Phoenix Games","Phoenix Games","2007-12-01EU","","✔",""
"Steambot Chronicles•Poncotsu Roman Daikatsugeki Bumpy TrotAS, JP, KO","Irem","IremAS, JP, KO, AtlusNA, 505 Game StreetPAL","2005-06-30JP","✔AS, JP, KO","✔","✔"
"Steamboy","SIMS","Bandai","2005-06-09JP","✔","",""
"Steel Dragon EX•Simple 2000 Series Vol. 37: The Shooting: Double ShienryuJP","Warashi","D3 PublisherJP, Midas Interactive EntertainmentEU","2003-10-23JP","✔","✔",""
"Stella Deus: The Gate of Eternity•Stella DeusJP","Pinegrow","AtlusJP, NA, 505 Game StreetEU","2004-10-28JP","✔","✔","✔"
"Stepping Selection","Jaleco","Jaleco","2000-03-04JP","✔","",""
"Stock Car Crash","Brain in a Jar","Midas Interactive Entertainment","2006-04-28EU","","✔",""
"Stolen","Blue 52","Hip Games","2005-04-01EU","","✔","✔"
"Strawberry Panic! Girls' School in Fullbloom","MediaWorks","MediaWorks","2006-08-24JP","✔","",""
"Strawberry Shortcake: The Sweet Dreams Game","EKO Software","The Game Factory","2006-10-20EU","","✔","✔"
"Street Boyz•Simple 2000 Ultimate Series Vol. 21: Kenka Joutou! Yankee BanchouJP","Tamsoft","D3 PublisherJP, 505 Game StreetEU","2004-11-11JP","✔","✔",""
"Street Cricket Champions","Trine Games","Sony Computer Entertainment","2010-10-01IN","","✔IN",""
"Street Cricket Champions 2","Trine Games","Sony Computer Entertainment","2012-09-29IN","","✔IN",""
"Street Dance","Oxygen Games","Oxygen Games","2006-10-20EU","","✔",""
"Street Fighter III: 3rd Strike – Fight for the Future","Capcom","Capcom","2004-07-19JP","✔","",""
"Street Fighter Alpha Anthology•Street Fighter Zero: Fighters GenerationJP","Capcom","Capcom","2006-05-25JP","✔","✔","✔"
"Street Fighter EX3","Arika","Capcom","2000-03-04JP","✔","✔","✔"
"Street Golfer•Simple 2000 Ultimate Series Vol. 12: Street GolferJP","Polygon Magic","D3 PublisherJP, 505 Game StreetEU","2002-06-27JP","✔","✔",""
"Street Hoops","Black Ops Entertainment","Activision","2002-08-12NA","","✔","✔"
"Street Mahjong Trans-Asakami 2","Sunsoft","Sunsoft","2000-06-15JP","✔","",""
"Street Racing Syndicate","Eutechnyx","NamcoNA, CodemastersEU","2004-08-31NA","","✔","✔"
"Street Warrior","Phoenix Games","Phoenix Games","2007-01-12EU","","✔",""
"Stretch Panic•Freak OutEU•Hippa LindaJP","Treasure","Swing! EntertainmentEU, Conspiracy EntertainmentNA, Kadokawa GamesJP","2001-07-27EU","✔","✔","✔"
"Strike Force Bowling","LAB Rats Games","Crave EntertainmentNA, Play It!EU","2004-05-10NA","","✔","✔"
"Strike Witches: Anata to Dekiru Koto – A Little Peaceful Days","Russel","Russel","2010-05-27JP","✔","",""
"Stuart Little 3: Big Photo Adventure","Magenta Software","Sony Computer EntertainmentEU, SegaNA","2005-10-14EU","","✔","✔"
"Stunt GP","Team17","Titus Software","2001-11-13NA","✔","✔","✔"
"Stuntman","Reflections Interactive","Infogrames","2002-06-25NA","✔","✔","✔"
"Stuntman: Ignition","Paradigm Entertainment","THQ","2007-08-28NA","✔","✔","✔"
"Stylish Mahjong Usagi•Simple 2000 Ultimate Series Vol. 22: Stylish Mahjong UsagiJP","Warashi","D3 Publisher","2004-12-09JP","✔","",""
"Sub Rebellion•U: Underwater UnitJP","Racjin","IremJP, Metro3DEU, NA","2002-05-02JP","✔","✔","✔"
"Sudoku•SuperLite 2000 Puzzle: SudokuJP","Success","Success","2003-12-04JP","✔","",""
"The Suffering","Surreal Software","Midway Games","2004-03-09NA","","✔","✔"
"The Suffering: Ties That Bind","Surreal Software","Midway Games","2005-09-26NA","","✔","✔"
"Sugar + Spice! Anoko no Suteki na Nanimokamo","Alchemist","Alchemist","2008-09-25JP","✔","",""
"Sugar Sugar Rune: Koimo Osharemo Pick-Up","Bandai","Bandai","2005-12-15JP","✔","",""
"Suggoi! Arcana Heart 2","Examu","AQ Interactive","2009-04-09JP","✔","",""
"Sui-Sui-Sweet","Tactics","Starfish SD","2003-12-25JP","✔","",""
"Suigetsu Mayoi-Gokoro","KID","KID","2004-10-28JP","✔","",""
